2667,2798
3872,644
2120,2214
2545,2455
2566,2275
2653,2169
2287,2534
695,773
4061,854
4045,1029
826,803
790,1023
721,626
2615,2608
709,1041
2259,2760
3930,988
3754,1080
2292,2461
2150,2431
3808,631
603,842
2288,2471
2386,2338
2746,2103
2100,2621
705,815
931,1072
2013,2487
573,1041
3778,729
763,736
2780,2089
626,1079
2544,2392
2426,2759
2031,2589
3895,576
3970,533
799,1032
1081,725
2353,2372
3892,639
3649,739
2258,2337
730,537
2521,2305
563,569
2722,2200
2314,2676
4049,668
4187,514
3655,1082
4038,875
4324,847
1010,876
738,1013
2240,2499
4018,1006
939,669
589,533
701,556
2548,2697
3712,740
2091,2734
3920,655
818,660
4173,631
2221,2571
788,560
2737,2239
2029,1999
2505,2219
4030,687
2671,2173
993,666
3729,918
2520,2120
981,596
1018,616
2185,2430
3675,1110
3901,650
3753,993
2751,1997
2336,2201
4172,566
4323,688
3713,971
2216,2245
4085,648
4233,597
982,826
3792,740
2566,2348
3980,1136
2808,2418
2235,1981
2517,2492
2544,2024
4308,1086
3705,545
2418,2376
4191,810
2379,2019
4230,971
4344,536
2023,1996
4045,1094
2352,2474
2466,2728
4063,463
2453,2388
964,983
721,867
2608,2738
2461,2245
895,915
3896,1051
4340,950
830,868
4101,525
969,1032
3864,1001
993,635
2739,2080
759,728
530,653
2354,2409
4103,447
886,670
3961,563
4273,617
2157,2429
3802,1108
747,1013
2792,2571
4183,548
2028,2000
2688,2216
2130,2364
3866,768
1060,654
1034,610
739,703
2812,1992
2678,1989
1020,566
682,598
3701,859
3969,483
2491,2173
2484,2177
2413,2010
2500,2418
4059,903
2114,2696
4343,913
2331,2771
3677,745
3921,495
3980,705
3990,991
2372,2294
991,863
996,1045
774,921
2620,2396
3782,590
2588,2137
2008,2294
2650,2298
2107,2532
2452,2269
2107,2164
2497,2066
898,812
770,560
4181,1144
3886,501
4191,1112
4107,791
2563,2666
4240,1150
732,651
2720,2236
2620,2589
4140,667
3738,547
2170,2663
3879,732
2018,2416
734,577
2396,2011
2753,2114
814,931
2289,2458
3879,803
2478,2821
2395,2020
2003,2000
543,658
2600,2612
609,936
2361,2660
2137,2588
2210,2631
4099,519
3978,1037
2173,1991
3859,1044
2617,2714
2301,2049
3855,593
3987,632
2613,2379
3946,481
612,837
1020,621
2039,2312
683,525
2352,2220
4190,969
2278,2029
2690,2540
2295,2011
3835,1139
680,933
2262,2766
3768,570
836,946
1046,867
4007,500
4242,890
606,754
2563,2740
3665,743
2707,2335
4284,1060
925,1033
2782,2024
2657,2743
631,591
784,1081
2021,2236
2694,2087
1018,806
4199,959
4048,687
2418,2547
942,520
2722,2490
1068,792
4262,594
1999,2589
4010,985
969,973
904,766
623,644
3830,543
2614,2112
552,865
2590,2095
816,1002
4102,1108
2744,2075
1009,534
2515,2280
956,999
577,727
4234,1079
4168,849
831,942
4034,613
3851,964
738,811
898,889
2560,2360
3649,777
1981,2390
2308,2605
2403,2739
3655,865
3789,871
625,831
763,676
4242,898
2104,2453
535,936
3896,782
661,1069
4082,950
570,628
920,672
2463,2207
2488,2348
2067,2772
4138,870
2027,2228
967,521
2279,2643
4245,544
4052,693
4130,1122
2628,2571
2565,2204
920,849
2567,2156
2625,2358
770,809
3946,972
4139,924
2369,2367
2218,2585
2508,2119
2366,2137
2290,2446
1045,717
2461,2236
3665,641
1051,666
903,960
4160,1096
4028,1007
697,732
2426,2723
652,600
2088,2147
2193,2076
2078,2418
4025,456
2809,2394
4036,682
2630,2179
3893,1050
2536,2092
3771,609
2130,2270
963,631
719,836
4282,898
4246,854
2569,2049
2732,2028
2592,2782
4195,975
2357,2661
2224,2022
2783,2309
2804,2127
868,842
3995,984
3724,1146
795,672
4041,488
4288,593
3994,510
1001,838
3743,476
4109,1129
3730,543
793,685
783,934
2211,2653
2354,2254
4097,637
2652,2448
2615,2403
947,1075
2513,2798
653,722
2369,2519
3796,956
828,1039
4147,481
3931,457
2454,2074
2483,2046
1010,554
2390,2756
2027,2091
3993,919
2098,2758
2015,2247
2131,2542
840,1075
878,614
2389,2457
3693,929
707,700
2579,2533
4324,934
2772,2078
2366,2001
2031,2586
638,669
649,749
2106,2776
2159,2132
4045,469
520,970
4037,474
1063,676
3894,922
2645,2280
4233,1074
2344,2271
2316,1977
3738,671
2701,2139
4020,1031
1025,727
2501,2640
664,800
2110,2808
4065,659
575,550
723,1037
2495,2111
2156,2803
2249,2809
2783,2341
4046,557
688,779
2619,2007
3715,813
2666,2718
922,590
4214,991
596,719
961,761
2591,2403
787,915
2206,2089
566,1001
2396,2440
967,928
1052,743
640,674
2126,2816
792,974
4131,642
630,653
2651,2245
995,955
2508,2718
2686,2342
2603,2316
2230,2316
2239,2775
4319,991
694,897
797,535
4233,1081
2166,2201
961,535
2276,2064
593,712
3705,974
563,940
778,546
2643,2605
735,877
3802,598
3919,910
2490,1981
3655,458
1061,1051
962,859
815,524
697,839
844,914
4280,940
2793,2790
2490,2759
3721,778
4082,917
3991,1056
2001,2623
2407,2273
3697,595
552,624
731,730
2221,2534
614,762
4258,1012
654,802
2552,2629
718,1055
3968,1044
2412,2491
3784,852
965,958
2263,2264
2708,2152
2627,2366
3704,657
2482,2143
2493,2721
2083,2059
2052,2773
4264,1120
552,529
584,798
899,1008
849,918
982,954
2106,2446
725,784
2522,2135
2538,2065
2504,2210
3963,1001
765,587
2251,2675
3722,1091
2562,2486
4132,935
988,998
3764,782
3824,701
2246,2172
2676,2458
564,844
2507,2500
595,743
2124,2261
1990,2458
4201,868
4192,805
2228,2410
585,630
870,992
2790,2095
946,957
3917,631
4074,604
2599,2677
2126,2140
3653,681
2589,2064
2520,2724
520,714
799,685
4261,535
2272,2196
2788,2675
2779,2140
728,548
4022,1015
2100,2164
2194,2767
3958,584
2697,2460
854,1031
708,596
2420,2398
2169,2629
2056,2672
578,906
4349,602
2633,2221
2243,2648
2454,2331
4007,582
946,611
4219,808
4240,646
3994,578
2815,2237
4189,1116
4200,1114
2611,2796
4237,480
645,627
4324,1112
2124,2645
3865,1024
4181,889
4246,736
2005,2495
3694,853
2669,2629
2147,2062
4165,672
2304,2394
4167,1062
879,919
2401,2233
2207,2804
2013,2460
1989,2340
1059,683
3661,639
857,550
2228,2763
3672,1105
2067,2200
3790,911
3684,829
2030,2076
2065,2625
848,944
2734,2639
2689,2301
3869,947
3680,901
4337,674
4026,1046
4055,970
2741,2625
2185,2560
2407,1978
4220,563
2438,2042
2646,2299
2293,2083
799,701
754,919
2120,2038
4068,1011
2440,2057
2026,2640
605,756
2495,2481
918,800
3845,1001
984,653
3896,542
4150,753
757,558
926,683
3989,887
4032,751
4342,657
3918,799
2264,2171
2048,2379
3909,1151
4231,1127
2142,2111
4171,681
2539,2721
1000,765
4156,1132
2023,2109
2283,2493
3907,478
4118,457
1037,724
2800,2483
2325,2450
2543,2252
2025,2451
754,541
849,891
2450,2809
4221,895
4102,1130
3817,842
2149,2662
3725,663
727,1027
1041,849
2707,2555
3919,1113
3841,631
3767,1026
581,798
2428,2666
2524,2441
4344,838
726,705
852,732
879,570
652,721
1005,547
905,544
2239,2069
2748,2176
665,661
4205,1102
2121,2290
4153,946
2343,2450
569,522
756,864
1004,737
2781,1989
1057,647
4314,1067
2728,2025
2362,2576
2792,2593
573,754
879,594
2209,2795
586,688
4092,936
3866,784
2172,2732
4010,641
763,730
3866,522
918,1082
2483,2066
914,945
2048,1994
2494,2289
2630,1987
3900,597
3988,845
4222,916
2174,2717
2755,2133
815,1032
4035,861
3737,1012
897,531
4298,845
947,1058
586,555
2289,2426
4336,1054
656,731
2675,2470
750,802
998,947
4325,1080
915,521
782,757
3695,1126
2666,2093
2443,2198
3716,893
2544,2528
756,973
3871,704
2005,2554
663,865
824,739
931,998
4269,712
3673,598
2594,2461
2778,2744
813,588
4216,802
902,962
2277,2007
2442,2293
2145,2713
536,786
732,741
1030,685
4202,768
745,724
4224,611
2470,2422
3745,450
2625,2171
2740,2118
747,665
887,594
4150,1094
748,895
3880,1111
2137,2577
1068,908
3807,855
619,917
2607,2247
2107,2645
971,580
4308,1059
926,647
3900,768
1028,591
3831,764
4246,474
2122,2374
2791,2490
743,961
2372,2698
2497,2037
2458,2043
3968,1084
2687,2094
2327,2755
4138,863
3662,926
557,735
2195,2175
3726,488
2597,2661
4076,706
2367,2190
830,825
4016,1078
4127,818
2282,2367
935,711
2593,2478
2278,2644
2336,2534
964,882
787,610
4124,1046
2372,2477
2523,2210
1082,601
2189,2078
649,1048
4057,714
3903,560
3898,1032
4197,739
1036,849
3886,826
628,619
2790,2143
2793,2155
780,642
1032,619
4162,907
2012,2437
4156,949
3659,506
2038,2043
2636,2502
4290,1096
1980,2130
2042,2759
2626,2227
1053,1019
1082,810
3770,526
3765,877
2040,2633
4231,508
2570,1988
1051,919
2486,2316
3964,1024
2485,2591
3800,1085
2140,2219
793,1000
3952,477
3688,922
3713,586
3751,793
3931,1019
3820,676
2220,2314
947,722
4117,1048
2429,2462
950,547
751,899
2328,2612
885,568
2118,2244
826,699
2214,2056
3946,475
3672,873
778,876
2758,2479
860,983
2084,2312
2731,2090
864,1009
777,709
929,697
4080,551
3799,1042
3807,637
2162,2378
2134,2183
572,688
2253,2405
2487,2698
2447,2211
3965,955
3822,822
2054,2309
3924,926
743,567
2145,2552
863,1078
2295,2189
3690,733
2146,2033
885,625
673,656
4092,964
4064,534
2704,2095
641,952
4164,1006
2151,2700
2765,2310
1082,661
824,826
686,626
551,708
2181,2561
812,551
2482,2034
2809,2050
2038,2729
2375,2194
2245,2038
2168,2345
4201,643
941,852
2064,2642
758,1059
2114,2478
2075,2605
2403,2528
957,661
3820,992
4340,868
3681,868
2061,2724
3775,662
2671,2580
2771,2356
2214,2043
2341,2642
3655,900
1079,565
2687,2019
3970,885
934,959
917,657
2741,1997
4286,586
2179,2047
952,645
3919,683
920,842
1057,743
2411,2092
2675,2114
3740,1068
2803,2657
2575,2783
2038,2665
4231,800
3891,595
2138,2031
783,581
1068,710
3824,1037
2162,2463
2726,2425
2445,2654
2047,2330
2596,2055
3667,623
2090,2515
2666,2001
2783,2649
4034,783
663,699
2086,2601
663,1072
2235,2661
598,807
2300,2670
3796,464
782,1072
2305,2116
4119,885
2706,2235
2487,1982
2153,2676
887,724
3690,565
4142,922
850,1076
2032,2570
893,698
3762,1027
2149,2064
2115,2536
4085,620
4180,509
3847,887
2726,2342
2000,2712
2519,2594
2560,2460
2027,2765
583,703
605,811
3950,755
2560,2289
1025,850
846,788
2450,2001
2514,2683
4322,979
2002,2193
4042,636
2249,2721
2596,2523
2583,2057
4273,1151
2026,2505
2771,2429
2322,2763
3731,564
1044,912
3846,919
2417,2343
1056,777
2249,2794
4032,593
2670,2790
2655,2018
2598,2771
756,757
4019,751
4301,799
2489,2096
2754,2299
4048,902
784,736
3705,595
733,1082
2317,2006
2055,2615
2628,1982
2793,2092
2017,2314
756,567
2683,2750
875,979
2693,2589
4341,996
4112,1095
2373,2310
3998,600
3915,868
2320,1982
2536,2059
2211,2696
2340,2159
768,803
2562,2488
2728,2482
4164,926
2756,2593
4055,1077
4194,976
1080,570
1072,538
1988,2750
3755,783
579,798
923,576
3837,923
947,525
3982,1017
2515,2707
4036,517
673,565
2611,2514
2338,2657
3937,548
4131,808
2700,2500
4318,659
2156,2311
2026,1982
2451,2613
905,670
4304,999
2412,2021
657,664
3915,999
2581,2359
724,586
533,917
4079,768
600,958
2517,2740
2378,2370
2117,2355
556,850
1988,2540
739,530
2711,2377
2471,2149
2285,2290
2611,2134
3777,722
861,702
2206,2655
4140,503
863,527
2588,2673
1008,667
2250,2161
4333,518
4149,928
897,989
691,844
3966,703
4306,823
926,717
4073,937
4053,945
2199,2736
900,664
2743,2767
3824,617
2194,2803
4067,489
611,760
574,736
2044,2775
956,632
2819,2665
3666,456
863,833
2163,2687
3647,681
2394,2269
3672,845
2221,2803
902,1016
2161,2522
2489,2606
3944,792
2405,2132
1993,2514
4105,732
3679,919
2184,2598
528,965
527,899
2816,2127
4227,917
2715,2360
2174,2529
4235,718
4059,621
3786,920
2364,2058
817,716
2364,2674
2548,2019
2355,2157
2617,2076
2315,2522
2793,2066
2340,2467
4034,928
751,933
4087,1092
2607,2698
2325,2215
2473,2005
982,727
3778,515
4045,767
624,893
4252,633
975,795
1010,825
825,753
4350,563
4196,844
897,867
2398,2535
2496,2111
4245,458
2370,2387
635,1050
2049,2084
2699,2213
1058,917
824,1035
755,948
2149,2183
721,717
1053,666
2573,2144
2169,2421
969,905
3832,542
532,853
709,1018
825,719
2596,2341
2120,2193
632,897
2023,2401
2280,2341
2569,2074
697,715
650,831
4008,781
2073,2231
745,576
3949,544
868,1075
4277,979
3888,655
2310,2200
2484,2052
2224,2691
3790,1052
722,713
3811,846
2415,2406
2418,2569
4036,750
2314,2513
4102,474
2345,2678
2815,2658
784,725
2743,2597
3833,826
734,950
3682,599
2119,2034
4320,537
878,519
2239,2305
2537,2290
2638,2108
1044,958
3906,1060
2237,2004
724,524
597,1074
4025,603
4070,746
2586,2015
4062,1014
3957,1153
3711,978
3785,914
842,598
4303,567
4254,737
625,892
2067,2348
718,964
2543,2736
2707,2080
2128,2773
3783,1098
2630,2101
4252,573
565,709
2707,2457
2549,2068
963,991
2332,2785
806,979
2742,2330
3782,485
3968,771
925,909
4289,466
848,591
1978,2707
752,769
4129,573
755,674
4272,687
813,785
2644,2381
662,685
2644,2733
825,725
3917,688
2269,2229
2509,2538
3917,963
2484,2502
710,715
566,1016
2152,2239
550,529
2171,2070
669,573
2109,2565
737,811
2462,2042
2076,2360
2663,2622
3855,944
2005,2702
2111,2549
3789,558
4078,688
944,659
877,694
2296,2543
3818,829
963,523
843,671
728,833
933,548
2493,2586
4203,642
2411,2150
4222,826
2177,2280
4290,499
899,935
4241,1074
2402,2251
4046,514
4155,1123
2533,2811
2755,2156
2377,2532
2420,2338
1052,761
2701,2819
906,938
845,798
4115,922
3856,763
2396,2554
4140,854
739,535
4146,558
4013,680
2453,2266
1040,742
2624,2529
962,774
4088,1081
4167,928
687,764
770,699
3896,878
2099,1997
1047,534
2706,2551
3767,761
2453,2197
3999,707
2641,1991
4132,529
884,655
2089,2257
3710,1044
2724,2611
739,618
4300,940
4068,660
4012,948
949,663
582,947
660,755
748,998
3937,553
3805,796
1018,1045
969,829
1047,705
3976,734
3708,513
2446,2422
2795,2413
2166,2467
2502,2112
2299,2562
2074,2807
3948,458
4223,823
2106,2800
2300,2446
3857,911
4044,520
4246,762
3695,877
3801,831
523,554
2411,2591
4291,454
777,1056
2395,2094
546,900
2142,2139
2027,2715
4024,751
2009,2785
3949,1055
2092,2492
2739,2279
2137,2261
2347,2425
4337,632
2764,2446
2037,2306
2644,2656
2097,2120
2513,2426
2622,2708
4017,545
4176,670
776,1076
2753,2035
2014,2036
1022,1022
949,969
1988,2276
1034,812
2657,2748
3923,592
4338,454
2605,2232
922,981
1990,2620
3799,1076
2704,2607
4159,908
2754,2185
2781,2290
3927,984
3779,973
4244,612
543,822
1049,555
3651,1039
2058,2232
679,958
597,868
1998,2710
2487,2388
808,908
2561,2294
4142,982
3956,469
2222,2013
743,620
3966,695
2170,2024
607,617
2343,2149
2571,2595
2133,2438
2368,2347
684,789
3945,685
2007,1999
2716,2244
3914,542
2240,2559
3778,744
638,753
3703,946
3920,479
3857,724
4260,507
828,825
2490,2048
3954,905
2755,2265
3971,467
2421,2329
2526,1993
2491,2250
781,553
522,709
2189,2280
3764,1121
3823,574
2800,2096
2323,2030
727,588
3865,658
3972,505
4253,514
921,1034
953,925
3895,609
4146,513
2238,2502
4257,473
2237,2268
4201,938
3917,1146
679,676
2152,2062
841,922
2015,2356
2521,1983
3875,453
2810,2799
3742,1141
2040,2251
4208,932
778,1012
948,1007
2554,2197
2798,2397
2197,2360
4242,1016
654,779
3896,588
878,621
1068,777
2486,2698
1041,536
3891,843
3841,804
4030,1124
2185,2739
2484,2268
3657,693
3689,1061
4173,452
2313,2673
755,575
962,563
2717,2818
3740,562
3797,516
2106,2351
659,670
895,1058
2075,2423
1007,641
3701,766
2109,2638
1027,782
2081,2133
866,855
2673,2570
3755,654
2369,2242
4216,855
574,843
2708,2112
3987,1099
645,903
520,576
4107,576
3694,479
3726,905
4333,753
3716,659
3767,928
3689,739
3782,487
874,570
1017,640
2615,2639
3760,641
2696,2598
2684,2247
3911,713
4065,833
2011,2282
1028,911
3758,772
4113,508
3827,1003
2486,2776
2715,2692
931,535
2414,2201
2633,2195
4043,867
3703,1130
2593,2077
821,1006
2256,2023
2660,2452
3871,1057
3855,554
826,1046
2578,2660
2266,2431
3775,697
999,1038
874,797
2037,2420
609,576
2324,2141
2512,2377
842,671
2484,2331
2088,2749
3966,1027
2358,2606
1997,1979
3999,1143
2553,2238
4216,1064
2425,2291
2378,2712
3909,562
565,554
2470,2133
4244,587
4272,711
2755,2049
4041,568
794,1063
2805,2366
2757,2587
2573,2542
4001,563
2369,2720
3897,1141
3694,471
736,978
636,759
2525,1981
2475,2802
2164,2068
2558,2809
2643,2446
2419,2420
2468,2043
682,938
814,613
2246,2184
745,729
830,681
4237,809
2339,2780
944,894
2534,2600
3947,743
3676,690
3849,1031
2245,2160
4153,1111
2695,2062
2310,2663
2050,2794
993,711
3898,627
993,645
4283,810
892,855
4321,930
3996,1074
1075,887
2248,2392
2335,2359
623,733
2392,2132
4088,790
745,734
2698,2527
654,770
3805,1004
1024,589
2818,2280
643,745
715,633
2045,2452
978,851
935,573
930,556
3806,719
552,912
4204,991
2553,2407
3741,1030
2094,2391
1065,759
2625,2005
990,758
2530,2088
2304,2062
2118,2258
2184,2230
826,844
3722,674
3758,905
921,876
2433,2556
2202,2127
631,811
2290,2217
941,897
710,929
4340,797
2464,2588
2361,2413
2117,2535
520,788
3710,769
3763,571
2081,2241
2351,2368
3890,1091
2471,1984
871,800
2256,2297
2407,2182
2183,2058
904,742
2816,2197
2250,2573
2371,2307
3876,874
564,843
997,612
4139,945
4014,1027
650,797
984,726
2218,2060
2304,2674
973,761
707,993
4004,843
686,701
2186,2460
2321,2823
3774,1111
3775,899
1993,2630
3933,1080
2058,2768
842,529
4037,1135
872,923
738,523
2438,2342
522,596
2270,2307
2296,2819
3926,913
4085,797
1000,784
3938,483
4009,728
3816,588
2623,2602
2376,2318
4320,644
667,1037
2275,2071
761,1042
2671,2419
4144,850
3706,903
994,816
2719,2084
3690,817
768,721
2304,2549
2106,2237
887,950
2494,2807
902,629
2740,2480
3944,720
3904,788
2057,2815
2798,2647
3662,705
2388,2314
862,872
3839,1087
3815,626
2541,2519
2257,2176
3691,783
2536,2279
2803,2647
989,933
4261,757
3875,806
901,1024
2564,2773
4116,1077
2389,2655
2605,2450
3764,645
4240,564
2167,2815
3740,732
918,790
4313,977
2745,2736
2795,2725
4207,1068
871,826
834,669
2605,2422
1064,959
2758,2757
2498,2063
2559,2190
828,679
4323,1151
4191,665
2597,1983
2235,2045
647,548
2296,2151
713,824
959,1032
3758,626
804,577
3790,551
1038,668
4057,646
3886,785
3679,775
2125,2460
879,773
4255,1028
2095,2485
601,1058
3841,953
2639,2732
548,922
4320,763
1998,1997
4210,1029
3937,492
3807,849
2747,2569
3938,741
4156,755
2206,2676
2150,2275
2214,2672
2533,2650
3777,535
3896,965
4282,721
2195,1987
4331,966
2007,2415
2457,2779
781,829
2162,2489
3803,944
1043,708
987,935
971,762
691,781
4223,830
936,867
4031,483
4218,739
523,998
4039,1088
3823,895
2541,2001
4152,491
2044,2336
764,951
4198,689
2506,2635
2430,2544
1058,852
2417,2554
2395,2584
3717,676
2130,2335
2402,2488
2226,2193
923,789
3727,622
2388,1982
3975,605
1039,1060
2600,2082
614,578
776,1053
2225,2392
2086,2676
608,627
2355,2154
2725,2284
2477,1989
2215,2360
2134,2637
969,785
3771,1151
4157,586
2139,2576
2517,2631
4072,886
2272,2383
4121,1088
4058,853
3834,855
4123,790
4031,988
519,547
2299,2243
4349,1070
2223,2773
2760,2568
2442,2666
877,915
3981,545
4112,548
4105,684
2342,2409
2619,2287
3655,780
3807,649
696,716
4341,981
520,595
4122,702
2420,2672
2214,2407
3842,495
596,927
4164,504
2273,2072
2604,2566
2081,2363
1011,789
529,634
4266,971
3992,640
745,673
4224,648
2399,2280
2108,2036
2646,2478
671,1037
3782,549
4165,495
2448,2780
2020,2469
2073,2163
722,864
3737,834
2024,2738
4068,879
4294,833
3726,448
986,1047
1983,2007
2785,2281
2270,2728
2526,2596
2156,2555
3864,604
1010,719
4306,453
704,700
766,809
1982,2735
2355,2111
855,637
3822,682
984,1043
4052,588
4092,686
941,621
2291,2768
746,1011
2495,2561
3917,513
2344,2645
2037,2055
2575,2345
643,632
949,1008
2146,2303
4315,503
606,694
2335,2560
2653,2399
1048,748
1015,758
938,787
3660,895
1040,999
581,984
2822,2704
2230,2553
2786,2279
4148,822
4045,985
2540,2784
2126,2220
3732,537
923,723
770,613
2019,2504
2713,2338
2724,2103
2164,2052
2062,2198
3955,736
2007,1990
3799,1016
2764,2180
2164,2197
2076,1981
1067,982
3964,743
818,874
4310,880
2326,2258
643,585
936,1069
3712,691
4305,728
3959,791
4203,1054
925,553
744,872
2722,2287
3995,813
3817,904
3729,459
3799,856
3986,765
2502,2762
982,650
928,906
2367,2538
554,602
2319,2138
4203,1092
1074,804
2557,2042
2395,2569
2817,2391
2148,2299
2591,2240
3945,725
3827,1028
3864,833
834,885
4065,954
521,579
2815,1980
1064,522
1977,2108
3933,1064
2536,2446
2629,2274
641,1016
2689,2624
3859,729
2353,2298
2153,2794
3949,1047
2539,2328
911,980
4099,1129
4271,1109
2431,2096
735,907
3970,609
3978,1016
2233,2140
769,528
3809,457
2624,2494
2783,2108
2571,2352
1018,811
4059,833
2639,2685
4149,500
3734,730
946,557
2668,2194
2303,2708
1997,2016
2678,2031
3885,1017
736,567
2046,2041
2024,2081
2145,2808
3944,579
2020,2751
2296,2771
747,693
1980,2651
4224,1027
2503,2667
4309,742
708,911
2216,2822
984,942
2292,2705
3798,637
3693,690
3672,781
2219,2212
2780,2655
2068,1991
719,551
785,808
2769,2276
3717,469
4319,524
978,579
3834,998
915,801
715,732
3811,879
2785,2010
548,818
2016,2697
2268,2134
614,526
1980,2212
2412,2603
2408,2625
2694,2095
3929,1145
2293,2318
3759,966
2161,2735
652,986
2667,2649
2009,2285
2786,2149
4209,986
2663,2373
2545,2278
2042,2193
2793,2171
2682,2218
724,847
4211,862
1982,2785
958,1067
2290,2097
518,854
907,977
4147,838
3733,747
3959,629
2804,2767
536,540
3958,1087
3902,488
4244,1022
820,956
950,727
2437,2411
1082,668
739,937
3734,1001
2584,2053
4339,791
2108,2491
2636,2103
607,832
3929,607
2488,2103
3949,786
2095,2266
758,927
4069,1059
2579,2641
655,764
2652,2784
604,863
3876,722
2774,2176
2483,2295
3838,711
3866,992
581,784
2009,2362
2281,2738
2344,2706
2179,2158
824,850
2417,2165
847,612
842,530
4042,568
997,618
597,720
530,895
3797,997
4270,1096
3669,989
2115,2298
963,659
2057,2549
4245,896
4285,861
4119,1122
2074,2601
862,853
4264,925
2333,2171
2025,2085
2799,2192
2021,2181
3760,542
2010,2584
2767,2391
3693,514
746,1026
2674,2477
645,901
1995,2789
2222,2203
675,964
869,832
2380,2774
4023,589
973,893
3823,556
4038,571
704,712
3828,1079
536,832
934,726
2018,2790
3869,878
2721,2272
3674,530
3714,1083
2448,2721
4197,1131
3658,1102
4248,515
827,1068
2009,2207
4145,608
2802,2154
3795,1105
4071,470
4019,614
4002,1053
879,751
2322,2477
759,553
3816,1067
4304,831
856,922
3828,555
2390,2694
1056,749
4247,923
2686,2495
4156,589
549,791
4051,954
4215,462
2580,2611
2635,2365
2040,2606
2367,2639
2499,2510
2781,2094
572,923
2478,2670
2780,2383
4020,894
939,1056
4236,905
2700,1986
2306,2203
720,731
4273,1006
976,974
3964,921
3649,969
525,1018
843,659
3921,680
773,673
539,773
4234,1008
2763,2378
2656,2361
2508,2523
2485,2084
525,867
2630,2263
1077,1014
3870,942
748,613
4008,657
574,547
3786,589
3741,1031
4177,1062
3902,989
1050,846
2158,2407
2484,2032
2309,2568
4145,792
2071,2109
2629,1995
683,932
2768,2214
4079,981
938,608
3901,880
2535,2638
791,759
2482,2448
3684,857
4178,1109
2075,2369
2543,2004
4216,532
